name,age,team,pace,shooting,passing,dribbling,position,direction,joined,contract,preferred_foot,international_rep,wage
André Filipe Brás André,31,Portugal,66,71,76,76,Midfielder,Left,2018-07-04,2024,Right,2,11000
Anders Christiansen,31,Denmark,75,72,73,77,Midfielder,Center,2018-07-15,2024,Right,1,9000
Anaitz Arbilla Zabala,34,Spain,56,57,71,67,Defender,Left,2016-08-30,2023,Right,1,11000
Pedro Mba Obiang Avomo,29,Equatorial Guinea,58,59,71,72,Substitute,Pending,2019-07-24,2023,Right,2,28000
Adam Maher,27,Netherlands,68,69,77,77,Midfielder,Right,2019-07-01,2022,Right,1,16000
Mark Uth,29,Germany,73,77,72,76,Midfielder,Center,2021-07-01,2023,Left,2,27000
Bakary Adama Soumaoro,29,France,56,37,55,55,Defender,Left,2021-07-02,2024,Right,1,28000
Jorge Pulido Mayoral,30,Spain,47,41,53,52,Defender,Right,2017-07-07,2022,Right,1,12000
James Forrest,29,Scotland,85,71,69,79,Substitute,Pending,2009-07-01,2023,Right,1,48000
Jeffrey Schlupp,28,Ghana,84,69,67,76,Substitute,Pending,2017-01-13,2023,Left,1,48000
Riccardo Saponara,29,Italy,68,67,76,79,Substitute,Pending,2018-07-02,2022,Right,2,46000
Rasmus Falk Jensen,29,Denmark,85,65,72,81,Midfielder,Left,2016-07-01,2025,Right,1,21000
Ermin Bičakčić,31,Bosnia and Herzegovina,60,37,49,48,Reserve,Pending,2014-07-01,2022,Right,2,28000
Faustino Marcos Alberto Rojo,31,Argentina,65,59,66,63,Defender,Left,2021-02-02,2022,Left,3,15000
Cristiano Piccini,28,Italy,75,42,64,71,Substitute,Pending,2018-07-23,2022,Right,1,29000
Federico Fernández,32,Argentina,47,30,55,54,Defender,Left,2018-08-09,2023,Right,2,33000
Rodrigo Ely,27,Brazil,51,32,44,53,Substitute,Pending,2021-09-02,2022,Right,1,41000
Fabián Andrés Castillo Sánchez,29,Colombia,92,75,63,81,Midfielder,Right,2021-07-01,2025,Right,1,13000
Gustavo Lucas Domingues Piazón,27,Brazil,69,77,74,76,Substitute,Pending,2021-01-14,2025,Right,1,15000
Diego Ferney Chara Zamora,35,Colombia,77,60,66,71,Midfielder,Left,2011-04-01,2021,Right,1,6000
Leonardo Jesus Loureiro Bittencourt,27,Germany,74,68,71,82,Substitute,Pending,2020-07-01,2024,Right,2,13000
Mohamed Amine Elyounoussi,26,Norway,75,74,72,77,Substitute,Pending,2018-06-29,2023,Right,1,46000
Stuart Dallas,30,Northern Ireland,74,69,70,73,Midfielder,Right,2015-08-04,2024,Right,1,63000
Stéphane Bahoken,29,Cameroon,77,74,57,73,Substitute,Pending,2018-07-01,2022,Right,2,25000
Koray Günter,26,Germany,65,31,56,62,Defender,Center,2020-09-02,2023,Right,1,23000
Bouna Sarr,29,France,73,70,73,75,Substitute,Pending,2020-10-05,2024,Right,2,53000
Luis Jan Piers Advíncula Castrillón,31,Peru,93,64,69,74,Defender,Right,2021-07-31,2024,Right,1,15000
Stefan Schwab,30,Austria,63,72,76,72,Midfielder,Right,2020-08-03,2022,Left,1,1000
John Egan,28,Republic of Ireland,64,46,54,61,Defender,Center,2018-07-19,2024,Right,1,26000
Iván Rodrigo Piris Leguizamón,32,Paraguay,83,48,62,70,Reserve,Pending,2019-01-01,2021,Right,1,1000
乾 貴士,33,Japan,78,69,71,82,Midfielder,Left,2021-08-31,2024,Right,1,10000
Naïm Sliti,28,Tunisia,72,71,72,78,Substitute,Pending,2019-08-11,2022,Right,1,29000
Jean-Daniel Dave Lewis Akpa Akpro,28,Côte d'Ivoire,80,67,72,78,Substitute,Pending,2020-08-31,2024,Right,1,49000
Jean-Paul Boëtius,27,Netherlands,72,69,74,78,Midfielder,Left,2018-08-27,2022,Right,2,23000
Valerio Verre,27,Italy,70,74,74,75,Substitute,Pending,2017-01-31,2025,Right,2,19000
Leonardo Pavoletti,32,Italy,56,73,51,68,Striker,Right,2018-07-01,2023,Right,2,32000
Marko Livaja,27,Croatia,79,75,67,76,Midfielder,Center,2021-02-18,2024,Right,1,1000
Alexander Ring,30,Finland,72,65,69,74,Midfielder,Left,2021-01-01,2022,Right,1,8000
João Paulo Mior,30,Brazil,71,63,77,75,Midfielder,Left,2020-01-31,2022,Right,1,9000
Stefan Ristovski,29,North Macedonia,80,61,67,70,Defender,Right,2021-02-02,2025,Right,1,900
Calum Chambers,26,England,66,56,70,68,Defender,Right,2014-07-28,2022,Right,2,58000
Mats Kristoffer Olsson,26,Sweden,76,65,75,77,Midfielder,Left,2021-07-21,2025,Right,1,22000
Solomon March,26,England,73,67,73,77,Defender,Left,2013-07-01,2024,Left,1,44000
Luciano Darío Vietto,27,Argentina,75,71,73,80,Substitute,Pending,2020-10-24,2023,Right,2,35000
Franco Damián Vázquez,32,Argentina,49,78,77,76,Midfielder,Left,2021-07-01,2023,Left,2,29000
Adam Webster,26,England,69,31,59,68,Defender,Right,2019-08-03,2026,Right,1,44000
Fernando Marçal de Oliveira,32,Brazil,71,56,71,72,Defender,Left,2020-09-06,2022,Left,2,58000
Kaan Ayhan,26,Turkey,64,53,71,68,Substitute,Pending,2020-08-16,2024,Right,1,27000
Ryan Fraser,27,Scotland,84,71,70,78,Substitute,Pending,2020-09-07,2025,Right,1,36000
Guido Hernán Pizarro Demestri,31,Argentina,42,55,66,63,Substitute,Pending,2018-07-02,2022,Right,1,37000
Sead Kolašinac,28,Bosnia and Herzegovina,75,62,68,71,Reserve,Pending,2017-07-01,2022,Left,2,60000
酒井 宏樹,31,Japan,75,53,66,64,Defender,Right,2021-07-01,2023,Right,2,12000
Christopher Jullien,28,France,69,51,63,56,Substitute,Pending,2019-06-28,2023,Right,2,44000
Ryan Gauld,25,Scotland,80,65,75,80,Substitute,Pending,2021-08-01,2024,Left,1,9000
Renaud Ripart,28,France,74,75,68,72,Substitute,Pending,2021-07-15,2025,Right,2,21000
Pierrick Capelle,34,France,67,72,75,74,Substitute,Pending,2015-07-01,2022,Left,2,22000
Sam Larsson,28,Sweden,76,72,73,80,Striker,Right,2020-02-28,2023,Right,1,18000
Tomasz Karol Kędziora,27,Poland,77,46,67,64,Substitute,Pending,2017-07-11,2024,Right,1,900
Cristian Alberto Pellerano,39,Argentina,54,65,67,61,Midfielder,Left,2018-01-31,2021,Right,1,700
Yasir Gharsan Al-Shahrani,29,Saudi Arabia,90,54,67,73,Defender,Left,2012-07-01,2025,Right,1,33000
Jordi Quintillà Guasch,27,Spain,68,69,75,76,Midfielder,Left,2021-06-17,2024,Left,1,15000
Kortney Hause,25,England,61,45,60,59,Substitute,Pending,2019-06-17,2022,Left,1,46000
Ahmed Elsayed Ali Elsayed Hegazy,30,Egypt,48,20,50,55,Defender,Left,2021-07-01,2023,Right,2,32000
Rodolfo Gilbert Pizarro Thomas,27,Mexico,76,70,73,77,Midfielder,Center,2020-02-12,2021,Right,2,9000
Callum William McGregor,28,Scotland,80,70,73,77,Midfielder,Center,2009-07-07,2024,Left,1,48000
Pedro Miguel Martins Santos,33,Portugal,76,71,73,75,Midfielder,Left,2017-08-08,2021,Left,1,9000
Adrián Ricardo Centurión,28,Argentina,87,68,69,83,Midfielder,Center,2020-01-10,2023,Right,1,17000
Ibrahim Amadou,28,France,64,55,65,71,Reserve,Pending,2018-07-02,2022,Right,2,23000
John Swift,26,England,65,73,75,77,Midfielder,Center,2016-07-14,2022,Right,1,28000
Pere Pons Riera,28,Spain,62,62,72,74,Midfielder,Right,2019-07-04,2022,Right,1,23000
André Hahn,30,Germany,72,75,67,70,Midfielder,Right,2018-07-01,2022,Right,2,25000
Florian Niederlechner,30,Germany,72,76,63,73,Striker,Center,2019-07-01,2022,Right,2,25000
Alexander Scholz,28,Denmark,72,55,65,68,Defender,Left,2021-07-01,2023,Right,1,13000
Andreas Beyer Maxsø,27,Denmark,51,44,55,54,Defender,Right,2019-09-09,2023,Right,1,14000
Leonel Jesús Vangioni,34,Argentina,77,63,69,70,Reserve,Pending,2020-10-19,2021,Left,1,1000
Mario René Junior Lemina,27,Gabon,71,68,73,76,Midfielder,Left,2021-07-24,2024,Right,2,29000
Adrien Tameze,27,France,68,61,67,76,Substitute,Pending,2020-09-04,2024,Right,1,23000
Laurent Abergel,28,France,72,49,68,73,Midfielder,Left,2019-07-26,2025,Right,1,18000
Paweł Marek Dawidowicz,26,Poland,62,46,61,62,Defender,Right,2019-03-20,2022,Right,1,23000
Erick Antonio Pulgar Farfán,27,Chile,63,62,75,74,Midfielder,Center,2019-08-09,2023,Right,1,40000
Glen Adjei Kamara,25,Finland,76,60,70,76,Midfielder,Left,2019-01-31,2023,Right,1,44000
Ruben Loftus-Cheek,25,England,65,67,73,77,Substitute,Pending,2013-06-03,2024,Right,1,74000
Ben Pearson,26,England,70,49,63,70,Midfielder,Center,2021-01-29,2024,Right,1,30000
Federico Di Francesco,27,Italy,79,70,73,81,Substitute,Pending,2021-09-15,2022,Right,1,45000
Éder Fabián Álvarez Balanta,28,Colombia,66,43,61,69,Midfielder,Center,2019-09-02,2024,Left,1,22000
Fábio Rafael Rodrigues Cardoso,27,Portugal,61,32,52,65,Substitute,Pending,2021-07-01,2026,Right,1,12000
Eduard Sobol,26,Ukraine,79,64,68,70,Substitute,Pending,2021-07-01,2024,Left,1,21000
Jefferson Andrés Lerma Solís,26,Colombia,71,64,70,72,Midfielder,Right,2018-08-07,2023,Right,1,30000
Yimmi Javier Chara Zamora,30,Colombia,91,69,66,77,Midfielder,Right,2020-01-02,2021,Right,3,9000
William José Tesillo Gutiérrez,31,Colombia,64,29,61,68,Defender,Left,2018-07-03,2022,Left,1,21000
Juan Camilo Angulo Villegas,32,Colombia,73,58,69,68,Defender,Right,2018-07-03,2021,Right,1,3000
John Stefan Medina Ramírez,29,Colombia,75,49,67,68,Defender,Right,2014-06-06,2025,Right,1,40000
Sergio Postigo Redondo,32,Spain,67,43,54,58,Substitute,Pending,2016-07-16,2023,Right,1,23000
Paolo Duval Goltz,36,Argentina,55,55,66,60,Substitute,Pending,2021-02-11,2022,Right,1,9000
Edson Raúl Puch Cortés,35,Chile,86,70,66,78,Winger,Left,2019-01-14,2022,Right,1,11000
Leonardo Germán Sigali,34,Argentina,66,45,49,60,Defender,Right,2018-01-19,2022,Right,1,17000
Lautaro Daniel Gianetti,27,Argentina,71,34,55,56,Defender,Left,2012-03-01,2022,Right,1,14000
Lucas Ezequiel Janson,26,Argentina,84,73,66,79,Winger,Left,2019-07-31,2023,Right,1,16000
Cristian Franco Lema,31,Argentina,35,49,56,41,Defender,Right,2021-02-18,2021,Right,1,14000
Robert Skov,25,Denmark,78,77,76,73,Substitute,Pending,2019-07-27,2024,Left,1,29000
Nikola Maksimović,29,Serbia,58,28,47,55,Defender,Center,2021-08-31,2026,Right,2,16000
Aleksandar Mitrović,26,Serbia,63,76,56,70,Striker,Center,2018-07-30,2024,Right,1,53000
Gnaly Maxwel Cornet,24,Côte d'Ivoire,86,75,70,74,Substitute,Pending,2021-08-29,2026,Left,2,25000
Silvan Dominic Widmer,28,Switzerland,78,61,69,73,Defender,Right,2021-07-09,2024,Right,2,22000
Kenny Joelle Tete,25,Netherlands,76,47,65,68,Defender,Right,2020-09-10,2024,Right,1,42000
Danilo Teodoro Soares,29,Brazil,73,59,66,75,Defender,Left,2017-07-01,2024,Left,1,22000
Daley Sinkgraven,25,Netherlands,77,60,73,79,Substitute,Pending,2019-07-01,2023,Left,2,36000
Álvaro García Rivera,28,Spain,92,64,70,73,Midfielder,Left,2018-08-23,2023,Left,1,20000
Gonçalo Mendes Paciência,26,Portugal,56,75,57,76,Substitute,Pending,2018-07-12,2023,Right,1,28000
Wendell Nascimento Borges,27,Brazil,79,49,70,78,Substitute,Pending,2021-08-19,2025,Left,2,12000
Maximiliano Eduardo Meza,28,Argentina,78,71,73,79,Winger,Right,2019-01-01,2021,Right,1,47000
Wesley Theodorus Hoedt,27,Netherlands,57,46,66,60,Defender,Right,2021-07-01,2025,Left,2,20000
Salih Uçan,27,Turkey,63,71,75,75,Midfielder,Left,2021-07-04,2024,Right,1,38000
Moses Daddy-Ajala Simon,25,Nigeria,92,70,66,79,Midfielder,Left,2020-07-01,2024,Right,2,23000
Rómulo Otero Vásquez,28,Venezuela,84,75,73,79,Reserve,Pending,2021-08-05,2026,Right,1,54000
Zainadine Abdula Chavango Júnior,33,Mozambique,71,41,57,63,Defender,Right,2017-07-01,2022,Right,1,10000
Alejandro Daniel Silva González,31,Uruguay,88,67,72,76,Midfielder,Right,2019-01-07,2023,Right,1,2000
Sebastián Ignacio Vegas Orellana,24,Chile,73,55,63,68,Defender,Left,2021-07-01,2026,Left,1,33000
Birger Solberg Meling,26,Norway,84,52,68,75,Substitute,Pending,2021-07-20,2024,Left,2,36000
Carlos Alberto Carvalho da Silva Júnior,25,Brazil,80,74,65,77,Midfielder,Left,2021-08-20,2024,Right,1,30000
Georges-Kévin Nkoudou Mbida,26,France,94,67,68,79,Winger,Left,2019-08-22,2023,Right,1,38000
Roger Beyker Martínez Tobinson,27,Colombia,83,74,64,77,Striker,Left,2018-07-02,2023,Right,1,44000
Néstor Abraham Camacho Ledesma,33,Paraguay,81,73,72,75,Substitute,Pending,2019-05-23,2022,Left,1,1000
Enner Remberto Valencia Lastra,31,Ecuador,88,74,66,73,Striker,Center,2020-08-28,2023,Right,2,45000
Demarai Gray,25,England,86,71,67,79,Midfielder,Center,2021-07-22,2024,Right,2,66000
Harry Wilson,24,Wales,77,78,75,75,Midfielder,Right,2021-07-24,2026,Left,1,42000
Franck Honorat,24,France,77,73,71,75,Midfielder,Right,2020-07-01,2025,Right,2,16000
Serhiy Sydorchuk,30,Ukraine,66,68,67,69,Midfielder,Center,2013-01-01,2023,Right,1,900
Carlos Fernández Luna,25,Spain,69,77,64,75,Substitute,Pending,2021-01-24,2026,Left,1,29000
Nikola Vukčević,29,Montenegro,54,62,69,71,Substitute,Pending,2018-08-09,2022,Left,1,26000
Elías José Gómez,27,Argentina,81,57,67,72,Defender,Left,2020-01-03,2023,Left,1,13000
Sebastián Driussi,25,Argentina,81,74,71,74,Striker,Center,2021-07-29,2022,Right,1,9000
Jaïro Riedewald,24,Netherlands,60,56,74,69,Substitute,Pending,2017-07-24,2024,Left,1,36000
Jonathan Gradit,28,France,71,29,60,67,Defender,Right,2019-08-20,2024,Right,1,26000
Sverrir Ingi Ingason,27,Iceland,62,53,56,57,Substitute,Pending,2019-01-31,2022,Right,1,1000
Uroš Đurđević,27,Montenegro,79,79,54,71,Striker,Center,2018-08-21,2023,Right,1,12000
武磊,29,China PR,83,71,69,75,Substitute,Pending,2019-01-28,2024,Right,1,20000
Luciano Federico Acosta,27,Argentina,79,67,70,82,Midfielder,Center,2021-03-17,2023,Right,1,9000
Mariano Díaz Mejía,27,Dominican Republic,76,78,61,71,Reserve,Pending,2018-08-29,2023,Right,1,115000
이재성 李在成,28,Korea Republic,69,57,75,78,Substitute,Pending,2021-07-08,2024,Left,2,24000
Arbër Zeneli,26,Kosovo,81,70,70,80,Substitute,Pending,2019-01-26,2024,Right,1,24000
Aaron Long,28,United States,80,40,56,64,Substitute,Pending,2017-02-22,2021,Right,1,9000
Ondrej Duda,26,Slovakia,65,73,72,79,Substitute,Pending,2020-09-16,2024,Right,2,26000
Adrián Andrés Cubas,25,Paraguay,69,52,68,73,Midfielder,Center,2020-07-17,2024,Right,1,7000
Marvelous Nakamba,27,Zimbabwe,70,49,62,71,Substitute,Pending,2019-08-01,2024,Left,1,49000
Franco Emanuel Cervi,27,Argentina,88,65,68,79,Substitute,Pending,2021-07-05,2024,Left,2,22000
Enes Ünal,24,Turkey,68,77,64,75,Striker,Right,2020-08-12,2025,Right,1,24000
Salomon Junior Sambia,24,France,75,69,72,73,Defender,Right,2018-07-01,2022,Right,1,19000
Stefan Posch,24,Austria,71,29,50,45,Defender,Right,2017-02-18,2024,Right,2,24000
Vedat Muriqi,27,Kosovo,56,75,55,67,Substitute,Pending,2020-09-15,2025,Left,1,51000
Andreas Bouchalakis,28,Greece,57,72,74,71,Midfielder,Left,2018-07-01,2022,Left,1,1000
Maxime Lopez,23,France,71,66,77,77,Midfielder,Left,2020-10-05,2025,Right,1,25000
Domingo Felipe Blanco,26,Argentina,83,67,75,81,Substitute,Pending,2016-01-04,2022,Right,1,15000
François Kamano,25,Guinea,85,73,67,76,Striker,Left,2020-08-17,2024,Right,1,43000
Kristoffer Vassbakk Ajer,23,Norway,73,55,61,68,Defender,Right,2021-07-21,2026,Right,1,33000
Lewis Cook,24,England,68,63,75,77,Substitute,Pending,2016-07-08,2024,Right,1,28000
Marius Wolf,26,Germany,84,70,70,75,Reserve,Pending,2018-07-01,2024,Right,2,44000
Haris Belkebla,27,Algeria,60,49,71,71,Midfielder,Left,2018-07-01,2023,Right,1,17000
Walter Ariel Bou,27,Argentina,75,75,68,76,Forward,Left,2016-07-01,2022,Right,1,17000
Jorge Agustín Rodríguez,25,Argentina,59,61,63,67,Midfielder,Right,2021-02-05,2023,Right,1,12000
Nemanja Radoja,28,Serbia,61,61,71,74,Substitute,Pending,2019-08-21,2022,Right,1,26000
Connor Roberts,25,Wales,80,48,65,67,Substitute,Pending,2021-08-31,2025,Right,1,28000
Jesús Vallejo Lázaro,24,Spain,68,42,57,64,Reserve,Pending,2015-07-31,2024,Right,1,82000
Habibou Mouhamadou Diallo,26,Senegal,72,74,55,71,Substitute,Pending,2020-10-05,2025,Right,2,24000
Rúben Barcelos De Sousa Lameiras,26,Portugal,76,71,72,79,Substitute,Pending,2021-01-08,2024,Left,1,12000
İrfan Can Kahveci,25,Turkey,77,68,76,77,Reserve,Pending,2021-01-31,2025,Left,1,40000
Gyrano Kerk,25,Netherlands,93,70,65,75,Substitute,Pending,2021-09-01,2025,Right,1,43000
Anuar Mohamed Tuhami,26,Morocco,74,62,69,72,Substitute,Pending,2017-07-01,2023,Right,1,11000
Cesar Fernando Silva dos Santos,31,Brazil,79,78,72,75,Striker,Right,2016-02-15,2022,Right,1,9000
Todd Cantwell,23,England,72,68,72,78,Midfielder,Right,2016-04-05,2022,Right,1,28000
Ainsley Maitland-Niles,23,England,81,63,70,77,Reserve,Pending,2014-10-24,2023,Right,2,49000
Jesús Daniel Gallardo Vasconcelos,26,Mexico,82,67,71,74,Defender,Left,2018-07-01,2023,Left,1,38000
Mahmoud Ahmed Ibrahim Hassan,26,Egypt,77,73,71,78,Substitute,Pending,2019-07-25,2023,Right,3,53000
Maximilian Eggestein,24,Germany,63,67,72,77,Substitute,Pending,2021-08-18,2026,Right,2,22000
Alejandro Sebastián Romero Gamarra,26,Paraguay,82,68,73,77,Midfielder,Center,2021-02-01,2024,Left,2,24000
Andrei Girotto,29,Brazil,55,65,66,67,Substitute,Pending,2017-08-12,2024,Right,1,23000
Vincent Janssen,27,Netherlands,75,73,62,70,Substitute,Pending,2019-07-23,2024,Left,1,45000
南野 拓実,26,Japan,79,73,69,81,Reserve,Pending,2020-01-01,2024,Right,1,84000
Cyle Christopher Larin,26,Canada,71,74,59,70,Substitute,Pending,2018-01-31,2022,Right,1,41000
Cristian Roldán León,26,United States,71,67,70,75,Midfielder,Right,2015-01-15,2022,Right,1,8000
Fábio Gonçalves Abreu,28,Angola,78,75,54,71,Striker,Center,2020-10-12,2022,Right,1,19000
Alexis Pedro Canelo,29,Argentina,87,79,64,72,Winger,Left,2017-08-09,2022,Right,1,24000
Simon Désiré Sylvanus Deli,29,Côte d'Ivoire,69,46,53,65,Substitute,Pending,2021-08-29,2024,Left,1,17000
Jeff Reine-Adélaïde,23,France,76,70,72,80,Reserve,Pending,2019-08-14,2024,Right,2,43000
Dmitriy Barinov,24,Russia,68,59,63,66,Midfielder,Right,2013-04-17,2023,Right,1,33000
Harold Moukoudi,23,Cameroon,53,32,51,49,Defender,Left,2019-07-01,2023,Right,1,23000
Víctor Alfonso Guzmán Guzmán,26,Mexico,75,72,73,76,Midfielder,Center,2020-08-27,2023,Right,1,18000
Levi Samuel Garcia,23,Trinidad and Tobago,85,67,70,80,Winger,Right,2020-09-16,2025,Left,1,1000
Gil Bastião Dias,24,Portugal,76,66,70,77,Reserve,Pending,2021-06-25,2026,Left,1,11000
Waldemar Anton,24,Germany,66,46,57,64,Defender,Center,2020-07-28,2024,Right,1,20000
Rafael Jiménez Jarque,27,Spain,55,53,66,59,Defender,Left,2019-07-01,2024,Right,1,25000
Bryan Heynen,24,Belgium,66,68,74,73,Midfielder,Left,2014-03-21,2026,Right,1,14000
Alexander Nahuel Barboza Ullúa,26,Argentina,51,57,60,64,Defender,Left,2021-02-11,2023,Left,1,1000
Rade Krunić,27,Bosnia and Herzegovina,67,72,74,75,Substitute,Pending,2019-07-08,2024,Right,1,33000
César Jasib Montes Castro,24,Mexico,60,44,62,65,Defender,Right,2015-07-01,2022,Right,1,33000
Tom Davies,23,England,65,64,73,75,Substitute,Pending,2015-09-30,2023,Right,1,55000
Enaldo Diogo Barbosa Prazeres,37,Brazil,70,49,68,65,Defender,Left,2021-07-08,2024,Left,1,18000
Jailson Michel Caeiro Meireles,29,Brazil,70,53,63,72,Defender,Right,2021-07-07,2024,Right,1,13000
Kaíqundo Calado Dimas,25,Brazil,82,51,64,71,Midfielder,Left,2021-07-08,2024,Right,1,29000
Estevão Danilo Candeira Inácio,25,Brazil,77,59,70,69,Defender,Left,2021-07-07,2024,Right,1,29000
Julio Leonardo Dourado de Freitas,21,Brazil,41,46,56,54,Defender,Right,2021-06-30,2024,Right,1,9000
Leôncio Roger Vimieiro Madeira,25,Brazil,73,52,66,70,Substitute,Pending,2021-07-08,2024,Left,1,29000
Emilio Alex Piodão Esser,29,Brazil,71,64,69,70,Midfielder,Left,2021-06-30,2024,Right,1,13000
Jorgino Silas Ruiz Prestes,29,Brazil,70,57,68,74,Midfielder,Right,2021-07-07,2024,Left,1,13000
Cristian Also Laranjeiro Sá,29,Brazil,70,54,61,64,Defender,Left,2021-08-13,2024,Right,1,15000
Daniel Clayton Fachini Lobato,33,Brazil,66,43,67,69,Midfielder,Left,2021-07-07,2024,Right,1,30000
Joshua Eduardo Sá Madeira,25,Brazil,73,44,64,65,Winger,Left,2021-07-08,2024,Left,1,22000
Jesus Fabrício Andrade Simões,29,Brazil,71,46,67,73,Defender,Right,2021-08-13,2024,Right,1,26000
Rubens Jairo Freitosa Costa,37,Brazil,64,64,73,71,Midfielder,Right,2021-07-07,2024,Right,1,11000
Davi Alexandre Parrela Ferreira,21,Brazil,64,40,54,52,Defender,Right,2021-06-30,2024,Right,1,9000
Duirval Hélton Diniz Cabral,25,Brazil,53,47,55,52,Defender,Right,2021-07-07,2024,Right,1,13000
Pascoal Simão Muscato Vieira,29,Brazil,58,68,69,70,Midfielder,Left,2021-07-08,2024,Right,1,24000
Elias Thiago Petri Taffarel,25,Brazil,73,68,75,77,Midfielder,Right,2021-07-08,2024,Right,1,32000
Dênis Rubens Stein Rebelo,37,Brazil,76,76,61,73,Striker,Right,2021-07-07,2024,Left,1,12000
Estevão Daniel Formoso Serpa,29,Brazil,77,77,60,73,Striker,Right,2021-07-05,2024,Right,1,35000
Rafael Jorgino Cachoira Rebelo,21,Brazil,53,40,58,59,Defender,Right,2021-07-05,2024,Right,1,11000
Matheus Reis de Lima,26,Brazil,70,52,65,73,Substitute,Pending,2021-07-01,2026,Left,1,12000
Brian Avelino Lozano Aparicio,27,Uruguay,82,70,71,76,Midfielder,Left,2018-07-01,2023,Right,1,21000
Duván Andrés Vergara Hernández,24,Colombia,88,70,66,76,Winger,Left,2021-07-01,2025,Right,1,40000
Jamiro Gregory Monteiro Alvarenga,27,Cape Verde Islands,75,63,73,78,Midfielder,Center,2020-01-12,2022,Right,1,9000
Niklas Bernd Dorsch,23,Germany,68,65,71,76,Midfielder,Left,2021-07-08,2026,Right,1,18000
Iván Alejo Peralta,26,Spain,80,72,73,76,Substitute,Pending,2020-08-04,2025,Right,1,27000
Ayrton Lucas Dantas de Medeiros,24,Brazil,84,55,65,75,Defender,Left,2019-01-23,2024,Left,1,37000
Javier Galán Gil,26,Spain,77,54,72,74,Defender,Left,2021-07-31,2026,Left,1,20000
Romain Del Castillo,25,France,77,68,72,79,Midfielder,Left,2021-08-31,2024,Left,1,18000
Umar Sadiq Mesbah,24,Nigeria,83,75,57,71,Striker,Center,2020-10-05,2025,Right,1,11000
Karl Jesper Karlsson,22,Sweden,82,72,68,79,Winger,Left,2020-09-28,2025,Right,1,11000
Marko Grujić,25,Serbia,61,71,71,77,Substitute,Pending,2020-10-06,2026,Right,1,12000
Joaquín Fernández Moreno,25,Spain,65,48,61,59,Defender,Right,2018-08-31,2023,Right,1,10000
Mijo Caktaš,29,Croatia,68,76,73,75,Midfielder,Center,2021-07-18,2023,Right,1,22000
Fernando Matías Zampedri,33,Argentina,68,78,55,71,Striker,Center,2020-01-01,2023,Right,1,14000
冨安 健洋,22,Japan,68,32,63,69,Substitute,Pending,2021-08-31,2026,Right,1,49000
Rodrigo Germán Aliendro,30,Argentina,77,68,72,78,Midfielder,Left,2019-07-03,2022,Right,1,14000
Rasmus Nissen Kristensen,23,Denmark,77,59,68,68,Defender,Right,2019-07-19,2025,Right,1,20000
