nombre,edad,seleccion,posicion
Alejandro Blanco Sánchez,22,Spain,Reserve
畠中 槙之輔,25,Japan,Defender
Cameron Peter Devlin,23,Australia,Substitute
Santiago Sosa,22,Argentina,Midfielder
Iván Jaime Pajuelo,20,Spain,Midfielder
Marcelo Andrés Herrera Mansilla Barrios,22,Argentina,Substitute
Lautaro Rodrigo Valenti,22,Argentina,Substitute
Roberto López Alcaide,21,Spain,Midfielder
Ezequiel Eduardo Bullaude,20,Argentina,Midfielder
Daniil Kulikov,23,Russia,Midfielder
Marcelo Alexis Weigandt,21,Argentina,Substitute
Iván Martos Campillo,24,Spain,Substitute
相馬 勇紀,24,Japan,Substitute
前田 大然,23,Japan,Midfielder
Beder Julio Caicedo Lastra,29,Ecuador,Defender
Bryan Dennys Angulo Tenorio,25,Ecuador,Substitute
Riccardo Sottil,22,Italy,Substitute
岩田 智輝,24,Japan,Midfielder
Deian Cristian Sorescu,23,Romania,Winger
Noah Katterbach,20,Germany,Substitute
Víctor Gustavo Velázquez Ramos,30,Paraguay,Defender
Jan Van den Bergh,26,Belgium,Defender
Ake Arnaud Loba,23,Côte d'Ivoire,Substitute
Eduardo Daniel Aguirre Lara,22,Mexico,Striker
Luis Manuel Castro Cáceres,25,Uruguay,Midfielder
Nicolás Capaldo Toboas,22,Argentina,Substitute
Edgar Paul Akouokou,23,Côte d'Ivoire,Reserve
Alexandro Ezequiel Bernabei,20,Argentina,Defender
Juan Pablo Segovia González,32,Argentina,Defender
Lyndon John Dykes,25,Scotland,Substitute
Brenden Russell Aaronson,20,United States,Midfielder
Alejandro Sola López-Ocaña,22,Spain,Substitute
Bandar Mohammed Mohammed Saeed Mahdi Al Ahbabi,30,United Arab Emirates,Midfielder
Dmitriy Rybchinskiy,22,Russia,Midfielder
Nail Umyarov,21,Russia,Substitute
Darius Dumitru Olaru,23,Romania,Midfielder
Iulian Lucian Cristea,26,Romania,Defender
Santiago Arzamendia Duarte,23,Paraguay,Substitute
Mihai Valentin Mihăilă,21,Romania,Substitute
Ahmed Jahouh,32,Morocco,Midfielder
Valeriy Bondar,22,Ukraine,Reserve
Ugo Bonnet,27,France,Striker
Ismaila Pathé Ciss,27,Senegal,Substitute
José Gragera Amado,21,Spain,Midfielder
Fabio Jesús Pereyra,31,Argentina,Defender
Fabian Nürnberger,21,Germany,Midfielder
Tanguy Coulibaly,20,France,Substitute
Fabian Kunze,23,Germany,Midfielder
Nuno Albertino Varela Tavares,21,Portugal,Substitute
Juan José Cáceres,21,Argentina,Defender
Jonathan Panzo,20,England,Substitute
Fábio Daniel Soares Silva,18,Portugal,Substitute
Filipe Miguel Barros Soares,22,Portugal,Midfielder
Enric Franquesa Dolz,24,Spain,Reserve
Rıdvan Yılmaz,20,Turkey,Substitute
Lucas Nahuel González Martínez,21,Argentina,Midfielder
Joris Chotard,19,France,Midfielder
Ali Abdi,27,Tunisia,Substitute
Reno Mauro Piscopo,23,Australia,Midfielder
Alberto Espínola Giménez,30,Paraguay,Defender
Jorge Emanuel Morel Barrios,23,Paraguay,Midfielder
Jesús Emiliano Trindade Flores,27,Uruguay,Midfielder
Enzo Gabriel Martínez Suárez,23,Uruguay,Substitute
Armando Jesús Méndez Alcorta,25,Uruguay,Defender
Moisés David Corozo Cañizares,28,Ecuador,Defender
Leonel Enrique Quiñónez Padilla,28,Ecuador,Substitute
Tommy St. Jago,21,Netherlands,Reserve
Gerald Martin Távara Mogollón,22,Peru,Midfielder
Juan Ignacio Ramírez Polero,24,Uruguay,Substitute
Pedro Pablo Perlaza Caicedo,30,Ecuador,Substitute
Jholvis Alexander Acevedo Petequín,23,Venezuela,Substitute
Franklin Joshua Guerra Cedeño,29,Ecuador,Defender
Romario Javier Caicedo Ante,31,Ecuador,Midfielder
Leonardo Nascimento Lopes de Souza,24,Brazil,Striker
坂元 達裕,24,Japan,Midfielder
Bartol Franjić,21,Croatia,Defender
Javier Martínez Calvo,21,Spain,Reserve
Gadi Kinda,27,Israel,Midfielder
Sofiane Bendebka,28,Algeria,Midfielder
José Antonio Dos Santos Júnior,26,Brazil,Striker
Ángel Rodrigo Cardozo Lucena,26,Paraguay,Midfielder
Piero Martín Hincapié Reyna,19,Ecuador,Reserve
Robson Alves de Barros,23,Brazil,Substitute
Michel Ange Balikwisha,20,Belgium,Substitute
Yanis Hamache,21,France,Defender
Lucas Gourna-Douath,17,France,Substitute
Sphephelo S'Miso Sithole,22,South Africa,Substitute
Mirko Marić,26,Croatia,Forward
Eric Exequiel Meza,22,Argentina,Substitute
Matěj Hybš,28,Czech Republic,Substitute
Filip Kaša,27,Czech Republic,Defender
Miroslav Káčer,27,Slovakia,Substitute
Eliot Matazo,19,Belgium,Reserve
Baktiyar Zaynutdinov,23,Kazakhstan,Substitute
Jackson Muleka Kyanvubu,21,Congo DR,Striker
Obinna Nwobodo,24,Nigeria,Midfielder
Octavian George Popescu,18,Romania,Winger
Matěj Polidar,21,Czech Republic,Substitute
Karim El Berkaoui,25,Morocco,Striker
Berkan İsmail Kutlu,23,Turkey,Midfielder
Rodrigo Sánchez Rodríguez,21,Spain,Reserve
Juan Carlos Portillo,21,Argentina,Substitute
Gustavo Javier Del Prete,25,Argentina,Substitute
Alexis David Duarte Pereira,21,Paraguay,Defender
Sepe Elye Wahi,18,France,Substitute
Francisco Fernandes Conceição,18,Portugal,Reserve
Cristian Nicolás Medina,19,Argentina,Midfielder
Veljko Birmančević,23,Serbia,Winger
Alejandro Cantero Sánchez,21,Spain,Substitute
Francisco Ribeiro Tomé,25,Portugal,Winger
Thales Bento Oleques,27,Brazil,Defender
Liel Abada,19,Israel,Winger
Daniel Samek,17,Czech Republic,Substitute
Rúben Miguel Marques dos Santos Fernandes,35,Portugal,Defender
Fabricio Coloccini,39,Argentina,Defender
Igor Alberto Rinck de Camargo,38,Belgium,Substitute
Reto Ziegler,35,Switzerland,Defender
Rubén Castro Martín,40,Spain,Striker
Marius Marcel Constantin,36,Romania,Substitute
Cristian Molinaro,37,Italy,Substitute
Bradley Johnson,34,England,Substitute
Deivson Rogério Da Silva,36,Brazil,Striker
Lucas Matías Licht,40,Argentina,Substitute
Efraín Velarde Calvillo,35,Mexico,Substitute
Neil Kilkenny,35,Australia,Midfielder
Jonathan Hayes,33,Republic of Ireland,Midfielder
Carlos Pita González,36,Spain,Midfielder
Francisco Jiménez Tejada,35,Spain,Striker
Chris Elliott Wondolowski,38,United States,Substitute
Alexandre Bonnet,34,France,Midfielder
Matteo Scozzarella,33,Italy,Substitute
James Meredith,33,Australia,Defender
Kyle John McFadzean,34,England,Defender
Sacha Klještan,35,United States,Substitute
Carmelo Enrique Valencia Chaverra,36,Colombia,Substitute
Lukas Jutkiewicz,32,England,Striker
Adam Bodzek,35,Poland,Substitute
Ruben Yttergård Jenssen,33,Norway,Midfielder
Timothy Derijck,34,Belgium,Defender
David Cabrera Pujol,31,Mexico,Midfielder
Ari Freyr Skúlason,34,Iceland,Midfielder
Björn Kopplin,32,Germany,Defender
Ceyhun Gülselam,33,Turkey,Substitute
黄博文,33,China PR,Substitute
Kosta Barbarouses,31,New Zealand,Midfielder
Victorio Maximiliano Pereira Páez,37,Uruguay,Defender
Jan Morávek,31,Czech Republic,Reserve
Jo Inge Berget,30,Norway,Winger
Joseph Mark Jacobson,34,Wales,Defender
Prince Oniangué,32,Congo,Defender
Sören Gonther,34,Germany,Defender
Martyn Waghorn,31,England,Striker
Loïc Nestor,32,France,Defender
Giuseppe Bellusci,31,Italy,Defender
Jordan Rhodes,31,Scotland,Substitute
Cristian Manuel Chávez,35,Argentina,Forward
Antonio Jesús Regal Angulo,33,Spain,Defender
Deniz Kadah,35,Turkey,Reserve
Matty James,29,England,Midfielder
Vegar Eggen Hedenstad,30,Norway,Defender
Siem Stefan de Jong,32,Netherlands,Midfielder
Matías Nicolás Rodríguez,35,Argentina,Substitute
Josh Brendan David Magennis,30,Northern Ireland,Striker
Albert Danquah Adomah,33,Ghana,Substitute
Alexander Büttner,32,Netherlands,Defender
Matt Godden,29,England,Substitute
Artem Kravets,32,Ukraine,Reserve
George Friend,33,England,Substitute
Floyd Ama Nino Ayité,32,Togo,Substitute
Sylvio Ronny Rodelin,31,France,Substitute
Vincent Julien Sasso,30,France,Defender
Rodrigo Salinas Dorantes,33,Mexico,Substitute
Sereso Geoffroy Gonzaroua Dié,36,Côte d'Ivoire,Midfielder
Hólmar Örn Eyjólfsson,30,Iceland,Defender
Gaëtan Belaud,34,France,Substitute
Jakup Jimmy Durmaz,32,Sweden,Substitute
Marcel Risse,31,Germany,Forward
Tunay Torun,31,Turkey,Reserve
Harrison Afful,35,Ghana,Defender
Sílvio Manuel de Azevedo Ferreira Sá Pereira,33,Portugal,Substitute
Korey Smith,30,England,Substitute
David Rodríguez Lombán,34,Spain,Defender
Marko Vejinović,31,Netherlands,Midfielder
Renato de Araújo Chaves Júnior,31,Brazil,Defender
Lyle James Alfred Taylor,31,Montserrat,Striker
Graham Zusi,34,United States,Defender
Michael Sollbauer,31,Austria,Defender
Matt Besler,34,United States,Defender
Etzaz Muzafar Hussain,28,Norway,Midfielder
Marcel Gaus,31,Germany,Substitute
Marco D'Alessandro,30,Italy,Substitute
Gary Gardner,29,England,Substitute
Mauro Abel Fórmica,33,Argentina,Substitute
Sebastian Polter,30,Germany,Striker
Juan Pedro Ramírez López,30,Spain,Defender
Damián Emmanuel Lizio,32,Bolivia,Forward
Marco Rojas,29,New Zealand,Midfielder
Hanno Behrens,31,Germany,Midfielder
Douglas Pereira dos Santos,30,Brazil,Reserve
Kelvin Walther Gianini Leerdam,31,Suriname,Substitute
Tom Lees,30,England,Defender
Maximiliano Ángel Coronel,32,Argentina,Substitute
David Wotherspoon,31,Canada,Winger
Jack Paul Hunt,30,England,Defender
Necip Uysal,30,Turkey,Defender
Julian Börner,30,Germany,Defender
Flavio Emmanuel Lopes Paixão,36,Portugal,Substitute
槙野 智章,34,Japan,Substitute
Jakob Ahlmann Nielsen,30,Denmark,Defender
Cristian Damián Erbes,31,Argentina,Substitute
José Edgar Andrade da Costa,34,Portugal,Substitute
Mathieu Peybernès,30,France,Defender
Rafael Schuler Crivellaro,32,Brazil,Midfielder
Luis Enrique Trujillo Ortiz,30,Peru,Substitute
José Manuel Velázquez Rodríguez,30,Venezuela,Defender
Nuno Miguel Pereira Reis,30,Portugal,Defender
Ibrahima Baldé,32,Senegal,Striker
Nahir Besara,30,Sweden,Striker
Clemens Fandrich,30,Germany,Midfielder
Sam Morsy,29,Egypt,Substitute
Damian Dąbrowski,28,Poland,Midfielder
Marco Höger,31,Germany,Midfielder
Miguel Ángel Guerrero Martín,30,Spain,Striker
Timothy Michael Ream,33,United States,Defender
Tom Bradshaw,28,Wales,Substitute
James Joseph McClean,32,Republic of Ireland,Substitute
Bjørn Paulsen,29,Denmark,Defender
Jorge Alejandro Zárate Careaga,29,Mexico,Substitute
Wellington Alves da Silva,28,Brazil,Substitute
Kenneth Dahrup Zohorè,27,Denmark,Substitute
Elbasan Rashani,28,Kosovo,Substitute
Joe Benny Corona Crespín,30,United States,Midfielder
Jan Hochscheidt,33,Germany,Substitute
Yohan Tavares,33,Portugal,Defender
Nathan Luke Brattan,31,Australia,Midfielder
지동원 池东沅,30,Korea Republic,Striker
Ermir Lenjani,31,Albania,Defender
Stjepan Kukuruzović,32,Croatia,Midfielder
Jens Cools,30,Belgium,Midfielder
Jonas Knudsen,28,Denmark,Reserve
Marcin Kamiński,29,Poland,Defender
Bruno González Cabrera,31,Spain,Substitute
Ben Rienstra,31,Netherlands,Substitute
Mike Jarno Maria te Wierik,29,Netherlands,Defender
Lukas Hinterseer,30,Austria,Striker
Steven Skrzybski,28,Germany,Striker
Łukasz Teodorczyk,30,Poland,Substitute
Andrea La Mantia,30,Italy,Substitute
Hannes Van Der Bruggen,28,Belgium,Substitute
Noë Dussenne,29,Belgium,Reserve
Guilherme Ferreira Pinto,29,Brazil,Midfielder
Diego Santiago Fagúndez Pepe,26,Uruguay,Midfielder
Anthony Limbombe Ekango,26,Belgium,Substitute
Simon Thern,28,Sweden,Substitute
Alexander Toft Søderlund,33,Norway,Striker
Gustav Mendonca Wikheim,28,Norway,Winger
Jaime Javier Ayoví Corozo,33,Ecuador,Striker
Moses Odubajo,27,England,Defender
Aziz Eraltay Behich,30,Australia,Substitute
Michael Joseph Boxall,32,New Zealand,Substitute
Dimitri Petratos,28,Australia,Midfielder
Akaki Gogia,29,Germany,Substitute
Fabrício dos Santos Messias,31,Brazil,Striker
Thorsten Röcher,30,Austria,Striker
Matt Davidson Rider Crooks,27,England,Midfielder
Joseph Peter Newell,28,England,Midfielder
Jordan Graham,26,England,Substitute
Cristian Damián Battocchio,29,Italy,Substitute
민상기 闵尚基,29,Korea Republic,Defender
김기희 金基熙,31,Korea Republic,Defender
Petar Filipović,30,Croatia,Defender
Robin Jansson,29,Sweden,Defender
Anthony Kelvin Stewart,28,England,Defender
Curtis Edward Good,28,Australia,Defender
Derrick Williams,28,Republic of Ireland,Defender
Chris Jörg Löwe,32,Germany,Defender
Gaëtan Courtet,32,France,Striker
Frédéric Veseli,28,Albania,Substitute
Marvin Bakalorz,31,Germany,Midfielder
Emir Dilaver,30,Austria,Substitute
Mikel Iribas Aliende,33,Spain,Defender
Yassin Ayoub,27,Morocco,Substitute
Tomer Hemed,34,Israel,Striker
Oriol Rosell Argerich,28,Spain,Substitute
Grant Hall,29,England,Defender
Phillipp Steinhart,28,Germany,Defender
Todd Kane,27,England,Substitute
Abdel Slem Billel Omrani,27,France,Winger
Jairo de Macedo da Silva,29,Brazil,Substitute
Mattia Valoti,27,Italy,Midfielder
Oscar Lewicki,28,Sweden,Midfielder
Molla Wagué,30,Mali,Reserve
Massimo Corey Luongo,28,Australia,Substitute
Alex David Pritchard,28,England,Substitute
Nouha Dicko,29,Mali,Substitute
Michael Uzoukwu Absalom Jude Ihiekwe,28,England,Defender
Immanuel Höhn,29,Germany,Defender
Sandy Walsh,26,Netherlands,Defender
Luciano Andrés Abecasis,31,Argentina,Defender
Eric Molomowanadou Mathoho,31,South Africa,Defender
Sanjin Prcić,27,Bosnia and Herzegovina,Substitute
Laurent Jans,28,Luxembourg,Substitute
Nir Bitton,29,Israel,Substitute
Rudy Camacho,30,France,Defender
Mario Sampirisi,28,Italy,Defender
Martin Bjørnbak,29,Norway,Defender
Lasse Vigen Christensen,26,Denmark,Midfielder
Brian Behrendt,29,Germany,Defender
Abel Issa Camará,31,Guinea Bissau,Substitute
Murray Wallace,28,Scotland,Substitute
Federico Oscar Andrada,27,Argentina,Winger
Ryan Sanusi,29,Belgium,Midfielder
Magnus Lennart Eriksson,31,Sweden,Midfielder
최성근 崔圣根,29,Korea Republic,Midfielder
Dingyang Zhou,27,Chinese Taipei,Midfielder
Morgan Fox,27,Wales,Substitute
Ľubomír Šatka,25,Slovakia,Defender
Jules Iloki,29,France,Winger
Brandon O'Neill,27,Australia,Midfielder
Joey Pelupessy,28,Netherlands,Midfielder
Rasmus Thelander,29,Denmark,Defender
Ventura Alvarado Aispuro,28,United States,Substitute
Miguel Ángel Herrera Equihua,32,Mexico,Substitute
Mikel Ndubusi Agu,28,Nigeria,Reserve
Kevin Wimmer,28,Austria,Substitute
Dimitrios Diamantakos,28,Greece,Substitute
Souleymane Doukara,29,France,Substitute
Fouad Chafik,34,Morocco,Defender
Andreas Kuen,26,Austria,Midfielder
Sokol Çikalleshi,30,Albania,Striker
Marc Stendera,25,Germany,Midfielder
André Ibsen Rømer,27,Denmark,Midfielder
Anders Trondsen,26,Norway,Substitute
Niko Gießelmann,29,Germany,Defender
Callum Thomas Owen Paterson,26,Scotland,Winger
Casper Mørup Nielsen,27,Denmark,Midfielder
Julien Yves Rémi López Baila,29,Algeria,Midfielder
Esteban Ariel Saveljich,30,Montenegro,Defender
Pol García Tena,26,Spain,Substitute
Andrea Schiavone,28,Italy,Substitute
Thomas Alun Lockyer,26,Wales,Defender
George Evans,26,England,Substitute
Philipp Riese,31,Germany,Substitute
Rico Benatelli,29,Germany,Substitute
Bruno Pereira Mendes,26,Brazil,Striker
Philip Heise,30,Germany,Defender
Nico Neidhart,26,Germany,Defender
Alexandru Mihăiță Chipciu,32,Romania,Reserve
Tobias Pereira Figueiredo,27,Portugal,Substitute
임채민 林查明,30,Korea Republic,Defender
Andrew Farrell,29,United States,Defender
Wesley Saïd,26,France,Reserve
Tomás Martínez,26,Argentina,Substitute
Jamal Thiaré,28,Senegal,Striker
Awer Bul Mabil,25,Australia,Substitute
David Douline,28,France,Substitute
Miguel Ángel Garrido Cifuentes,30,Spain,Midfielder
Jordan Marié,29,France,Reserve
Arthur Caike Do Nascimento Cruz,29,Brazil,Substitute
주민규 朱文奎,31,Korea Republic,Striker
Samuel Asamoah,27,Ghana,Midfielder
Facundo Julián Píriz González,31,Uruguay,Midfielder
Omar Fernando Tobio,31,Argentina,Substitute
Joe Rothwell,26,England,Midfielder
Kenji Joel Gorré,26,Curacao,Winger
Ashley Fletcher,25,England,Substitute
Sam Gallagher,25,England,Striker
Duane Holmes,26,United States,Midfielder
Sergio Andrés Mosquera Zapata,27,Colombia,Defender
Dairon Mosquera Chaverra,29,Colombia,Defender
Andrés Correa Valencia,27,Colombia,Midfielder
Rubén Leonardo Pico Carvajal,29,Colombia,Midfielder
Guillermo León Celis Montiel,28,Colombia,Midfielder
Christian Alberto Vilches González,37,Chile,Defender
Didier Andrés Moreno Asprilla,29,Colombia,Midfielder
Juan Pablo Nieto Salazar,28,Colombia,Substitute
Camilo Andrés Ayala Quintero,35,Colombia,Midfielder
Jair Alexander Reinoso Moreno,36,Colombia,Striker
Farid Alfonso Díaz Rhenals,37,Colombia,Defender
Sebastián Pérez Cardona,28,Colombia,Midfielder
Jesper Karlström,26,Sweden,Midfielder
Martín Vladimir Rodríguez Torrejón,26,Chile,Winger
Ángel Zaldívar Caviedes,27,Mexico,Striker
Andrew Hughes,29,Wales,Defender
Federico Emanuel Milo,29,Argentina,Substitute
Dany Alejandro Rosero Valencia,27,Colombia,Defender
Horacio De Dios Orzán,33,Argentina,Substitute
Francisco Javier Cerro,33,Argentina,Midfielder
Lucas Santiago Melano,28,Argentina,Substitute
César Marcelo Meli,29,Argentina,Substitute
Maximilian Hofmann,27,Austria,Defender
Scott Hogan,29,Republic of Ireland,Striker
Callum Roddie Elder,26,Australia,Defender
Aleksandar Boljević,25,Montenegro,Substitute
Gustav Per Fredrik Engvall,25,Sweden,Substitute
Glen Rea,26,Republic of Ireland,Substitute
Willie Hortencio Barbosa,28,Brazil,Midfielder
William Gabriel Mendieta Pintos,32,Paraguay,Substitute
Renaud Emond,29,Belgium,Substitute
Marc Dal Hende,30,Denmark,Defender
Laurent Dos Santos,28,France,Substitute
Federico Gastón Carrizo,30,Argentina,Substitute
Gilles Dewaele,25,Belgium,Substitute
Harry Cornick,26,England,Winger
Fabio Kaufmann,28,Germany,Substitute
Marco Sangalli Fuentes,29,Spain,Midfielder
Cláudio Winck Neto,27,Brazil,Defender
Harold Oshkaly Cummings Segura,29,Panama,Defender
Rolando Manrique Blackburn Ortega,31,Panama,Striker
Darwin Adelso Cerén Delgado,31,El Salvador,Midfielder
Tidjani Amadou Moutari Kalala,27,Niger,Midfielder
Ryan Peter Hedges,25,Wales,Midfielder
Aaron Appindangoye,29,Gabon,Substitute
김민우 金敏佑,31,Korea Republic,Midfielder
Carlos Miguel Ribeiro Dias,28,Portugal,Substitute
Alexis Zapata Álvarez,26,Colombia,Substitute
César Ignacio Pinares Tamayo,30,Chile,Midfielder
Ebenezer Ofori,26,Ghana,Substitute
Claudio Ezequiel Aquino,29,Argentina,Midfielder
Andrea Barberis,27,Italy,Midfielder
Janio Bikel Figueiredo da Silva,26,Portugal,Midfielder
Vebjørn Hoff,25,Norway,Substitute
Connor Mahoney,24,England,Substitute
Paweł Piotr Bochniewicz,25,Poland,Reserve
Iván Rodríguez del Pozo,25,Spain,Defender
Alejandro Miguel Mula Sanchez,24,Spain,Midfielder
Gastón Matías Campi,30,Argentina,Substitute
Patrick Haakon Olsen,27,Denmark,Midfielder
Mihai Alexandru Bălașa,26,Romania,Substitute
Luis Miguel Sánchez Benítez,29,Spain,Substitute
Carl Anders Theodor Starfelt,26,Sweden,Defender
Mathieu Maertens,26,Belgium,Forward
Abdulmajeed Mohammed Al-Sulaiheem,27,Saudi Arabia,Substitute
Gabriele Moncini,25,Italy,Substitute
Dominic Hyam,25,Scotland,Defender
Dieter Daniel Villalpando Pérez,29,Mexico,Reserve
이창민 李昌珉,27,Korea Republic,Midfielder
Sivert Heltne Nilsen,29,Norway,Midfielder
최경록 崔琼罗,26,Korea Republic,Midfielder
Patrick Twumasi,27,Ghana,Reserve
刘彬彬,28,China PR,Midfielder
Josh Onomah,24,England,Substitute
Bryan Andrés Carvallo Utreras,24,Chile,Substitute
Emil Hansson,23,Sweden,Midfielder
Strahil Venkov Popov,30,Bulgaria,Substitute
吉翔,31,China PR,Defender
姜至鹏,32,China PR,Midfielder
Gautier Lloris,25,France,Substitute
Luis Gerardo Chávez Magallón,25,Mexico,Substitute
Andrés Felipe Tello Muñoz,24,Colombia,Midfielder
Benno Schmitz,26,Germany,Defender
한석종 韩钟硕,28,Korea Republic,Substitute
Auro Alvaro da Cruz Junior,25,Brazil,Substitute
Aytaç Kara,28,Turkey,Reserve
Caner Osmanpaşa,33,Turkey,Substitute
Julius Valentin Biada,28,Germany,Substitute
Kévin Vandendriessche,31,France,Midfielder
